User,Tweet,Time,Location,Tweet-url
Donald J. Trump,"Pennsylvania has to love Trump because unlike all of the others before me, I am bringing STEEL BACK in a VERY BIG way. Plants opening up in Pennsylvania, and all over the Country, and Congressman Lou Barletta, who is running for the Senate in Pennsylvania, is really helping!",Thu Aug 02 18:55:23 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025092714839371782
Donald J. Trump,"Looking forward to being in the Great State of Pennsylvania where we had a tremendous victory in the Election. Will be campaigning hard for an original supporter, Lou Barletta, to replace a weak an ineffective Senator, Bob Casey. Lou is tough and smart, loves PA and our Country!",Thu Aug 02 18:53:58 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025092358126362630
Donald J. Trump,When the House and Senate meet on the very important Farm Bill – we love our farmers - hopefully they will be able to leave the WORK REQUIREMENTS FOR FOOD STAMPS PROVISION that the House approved. Senate should go to 51 votes!,Thu Aug 02 18:57:44 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025093306664009728
Donald J. Trump,"Looking forward to being in the Great State of Ohio on Saturday night where I will be campaigning hard for a truly talented future Congressman, @Troy_Balderson. See you all then! Tickets: https://t.co/8UOykaI8uf https://t.co/jHdtAy5fgj",Thu Aug 02 19:08:37 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025096045498454018
Donald J. Trump,"They asked my daughter Ivanka whether or not the media is the enemy of the people. She correctly said no. It is the FAKE NEWS, which is a large percentage of the media, that is the enemy of the people!",Thu Aug 02 20:24:33 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025115155632455680
Donald J. Trump,Thank you Pennsylvania. I love you! https://t.co/qoswnBZb3f,Fri Aug 03 00:30:28 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025177042470535168
Donald J. Trump,Congratulations to Bill Lee of Tennessee on his big primary win for Governor last night.  He ran a great campaign and now will finish off the job in November. Bill has my total and enthusiastic Endorsement!,Fri Aug 03 14:21:48 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025386253892694016
Donald J. Trump,Congratulations Marsha! https://t.co/JSMiOWfbxa,Fri Aug 03 17:39:06 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025435905736228864
Donald J. Trump,"RT @Rasmussen_Poll: Today’s @realDonaldTrump approval ratings among black voters: 29%
 
This time last year: 15%

https://t.co/mazBCWoIMy @…",Fri Aug 03 18:50:03 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025453762826174472
Donald J. Trump,“Pastor praises Trump as 'pro-black' at prison reform event” https://t.co/xFKf1arebx,Fri Aug 03 20:31:52 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025479385338597377
Donald J. Trump,"Marsha Blackburn had a BIG win last night in the Tennessee primary for U.S. Senate. She is an outstanding person & great supporter of mine. Congratulations Marsha, we need you very badly in the Senate to vote for our agenda. Your next opponent will vote against all we are doing!",Fri Aug 03 22:00:39 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025501727989145601
Donald J. Trump,July is just the ninth month since 1970 that unemployment has fallen below 4%. Our economy has added 3.7 million jobs since I won the Election. 4.1 GDP. More than 4 million people have received a pay raise due to tax reform. $400 Billion brought back from “overseas.” @FoxNews,Fri Aug 03 22:10:35 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025504226204680192
Donald J. Trump,"NASA, which is making a BIG comeback under the Trump Administration, has just named 9 astronauts for Boeing and Spacex space flights. We have the greatest facilities in the world and we are now letting the private sector pay to use them. Exciting things happening. Space Force!",Fri Aug 03 22:43:03 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025512396654346251
Donald J. Trump,“The media are good news fire extinguishers!” @greggutfeld @TheFive,Fri Aug 03 22:55:38 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025515565392257024
Donald J. Trump,"Almost 500,000 Manufacturing Jobs created since I won the Election. Remember when my opponents were saying that we couldn’t create this type of job anymore. Wrong, in fact these are among our best and most important jobs!",Fri Aug 03 22:59:47 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025516607886577666
Donald J. Trump,"Great photo from Ocean City, Maryland. Thank you. MAKE AMERICA GREAT AGAIN! https://t.co/kILZz31yDJ",Sat Aug 04 01:06:28 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025548488178843648
Donald J. Trump,"Congratulations to Gregg Jarrett on his book, “THE RUSSIA HOAX, THE ILLICIT SCHEME TO CLEAR HILLARY CLINTON AND FRAME DONALD TRUMP,” going to #1 on @nytimes and Amazon. It is indeed a HOAX and WITCH HUNT, illegally started by people who have already been disgraced. Great book!",Sat Aug 04 03:01:46 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025577505615503360
Donald J. Trump,"RT @realDonaldTrump: “Private payrolls boom in July, increasing by 219,000 vs 185,000 estimate: ADP” https://t.co/SeU9kGpima",Sat Aug 04 03:05:55 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025578552379535360
Donald J. Trump,"RT @Scavino45: ✅”US workers see biggest pay, benefit increase in 10 years” https://t.co/eD9vxbBMBb",Sat Aug 04 03:05:20 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025578404257705984
Donald J. Trump,RT @Scavino45: .@POTUS @realDonaldTrump and @UFC’s @DanaWhite in the Oval Office earlier today at the @WhiteHouse.... https://t.co/JC9jPsn4…,Sat Aug 04 03:05:04 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025578337593384960
Donald J. Trump,RT @Scavino45: “Pro-Trump pastor: Trump is ‘the most pro-black’ president I've ever seen” https://t.co/5GoQOoeCP3,Sat Aug 04 03:05:00 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025578319033581568
Donald J. Trump,"RT @DRUDGE_REPORT: Manufacturing +37,000... https://t.co/XparcYpi3G",Sat Aug 04 03:10:55 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025579807524962304
Donald J. Trump,"RT @DRUDGE_REPORT: RECORD 155,965,000 EMPLOYED https://t.co/SPazgBPyz2",Sat Aug 04 03:09:16 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025579393341632514
Donald J. Trump,RT @DRUDGE_REPORT: Hispanic unemployment record low... https://t.co/ky1W0I6pQ2,Sat Aug 04 03:08:55 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025579303776514049
Donald J. Trump,"RT @WhiteHouse: Under President Trump, the economy is roaring, jobs are soaring, and the American worker is seeing more money in their payc…",Sat Aug 04 03:15:23 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025580933087481856
Donald J. Trump,"RT @DRUDGE_REPORT: NYT editorial board member: 'Kill More Men,' 'F*ck The Police'... https://t.co/f7Vu1dycyi",Sat Aug 04 03:17:51 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025581554280611840
Donald J. Trump,RT @WhiteHouse: “This is probably the most pro-active administration regarding urban America and the faith-based community in my lifetime.…,Sat Aug 04 03:24:48 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025583301560594432
Donald J. Trump,RT @seanhannity: https://t.co/RAVcGZwsiS,Sat Aug 04 03:30:30 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025584735559602181
Donald J. Trump,"RT @VinceMcMahon: Grateful for our special #MakeAWish guest at @WWE HQ. Thanks for visiting us, Tyler … and for making yourself comfortable…",Sat Aug 04 03:29:41 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025584530227441665
Donald J. Trump,...Dianne is the person leading our Nation on “Collusion” with Russia (only done by Dems). Will she now investigate herself? https://t.co/OG6l04bBwg,Sat Aug 04 03:28:06 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025584134322892800
Donald J. Trump,"Lebron James was just interviewed by the dumbest man on television, Don Lemon. He made Lebron look smart, which isn’t easy to do. I like Mike!",Sat Aug 04 03:37:36 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025586524782559232
Donald J. Trump,"Will be going to Ohio tonight to campaign for Troy Balderson for the big Congressional Special Election on Tuesday. Early voting is on. Troy is strong on Crime, the Border & loves our Military, Vets & 2nd Amendment. His opponent is a puppet of Nancy Pelosi/high taxes.",Sat Aug 04 12:49:49 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025725493373558784
